Country,code,id,year,DEMO,CORRUPT,POP,POP0-14%,LFPR,UR,LABOR,LNL1,EFFECTIVE_LABOR,LNL2,EDU_IDX,GDP,LNY,INCOMEPC,LNINCOMEPC,INEQUALITY,CAPITAL_STOCK,LNK,URBAN,LAW,TIME_TREND,dCIVILWARS,dFRENCH,dBRITISH,dLATINAME,dWENA,dMIDEAST,dAFRICAN,dOIL,dLANDLOCKED,dPOSTSOVIET
Tunisia,TUN,147,2011,4.5,0.533800125,10673800,23.216,47.3,18.3,3167193,14.968,1995331,14.506,0.63,109398.781,11.603,10249.282,9.235,40.8,476626.313,13.074,66.1,0.833,5,0,1,0,0,0,0,0,0,0,0
Turkey,TUR,148,2011,5,0.48893939,73517002,26.629,49.5,9.8,24083816,16.997,15606313,16.563,0.648,1288397.875,14.069,17525.169,9.771,43.2,3220938,14.985,71.282,0.583,5,1,0,0,0,0,0,0,0,0,0
Uganda,UGA,149,2011,3.5,0.678642464,34260342,48.852,77.7,4.2,13043934,16.384,5895858,15.59,0.452,61220.086,11.022,1786.908,7.488,42.6,161108.172,11.99,14.8,0.583,5,1,0,1,0,0,0,1,0,1,0
Ukraine,UKR,150,2011,4.5,0.699242616,45706100,14.122,58.9,7.9,21292734,16.874,16863846,16.641,0.792,456093.75,13.03,9978.838,9.208,28.2,1577901.25,14.272,68.876,0.667,5,0,0,0,0,0,0,0,0,0,1
United Arab Emirates,ARE,151,2011,2,0.285438752,8734722,13.482,78.7,4.1,5703574,15.557,3912652,15.18,0.686,544942.125,13.208,62388.033,11.041,31,2026025.5,14.522,84.375,0.667,5,0,0,1,0,0,1,0,0,0,0
United Kingdom,GBR,152,2011,7,0.183120441,63258918,17.775,61.9,7.8,29685628,17.206,26301466,17.085,0.886,2304464.75,14.65,36429.089,10.503,36,9753055,16.093,81.57,0.833,5,0,0,0,0,1,0,0,0,0,0
United States,USA,153,2011,7,0.246979666,311718857,19.556,63,9,143760977,18.784,127947270,18.667,0.89,15590957,16.562,50016.085,10.82,40.8,49279028,17.713,80.94,0.833,5,0,0,1,0,1,0,0,0,0,0
Uruguay,URY,154,2011,7,0.252435589,3385610,22.272,65.5,6.3,1615085,14.295,1146711,13.952,0.71,60884.066,11.017,17983.19,9.797,46.2,221911.031,12.31,94.612,0.417,5,0,0,0,1,0,0,0,0,0,0
Uzbekistan,UZB,155,2011,1,0.761409497,29339400,28.868,61.1,10.9,11361559,16.246,7680414,15.854,0.676,199131.203,12.202,6787.16,8.823,36.7,255245.469,12.45,36.173,0.375,5,0,0,0,0,0,0,0,0,1,1
Venezuela,VEN,156,2011,3,0.732262492,29427631,29.337,64.9,8.3,12375482,16.331,8551458,15.962,0.691,493934.25,13.11,16784.71,9.728,43.4,2124886.5,14.569,88.81,0.167,5,0,0,0,1,0,0,0,1,0,0
Vietnam,VNM,157,2011,2,0.623025155,87860300,23.375,76.9,2,50735882,17.742,29376075,17.196,0.579,407190.938,12.917,4634.527,8.441,37.8,1118150.25,13.927,31.029,0.667,5,1,1,0,0,0,0,0,0,0,0
Yemen,YEM,158,2011,2,0.737079144,24234940,41.933,48.2,17.6,5589102,15.536,1905884,14.46,0.341,92029.375,11.43,3797.384,8.242,37.7,184912.016,12.128,32.302,0.333,5,1,0,0,0,0,1,0,1,0,0
Zambia,ZMB,159,2011,4.5,0.593938863,14343526,46.539,79.5,13.2,5291479,15.482,3111390,14.951,0.588,48678.652,10.793,3393.772,8.13,50.7,232081.047,12.355,39.153,0.667,5,0,0,1,0,0,0,1,0,1,0
Zimbabwe,ZWE,160,2011,2,0.775658107,14255592,41.502,86.3,5.4,6808092,15.734,3662753,15.114,0.538,20720.436,9.939,1453.495,7.282,50.1,80397.875,11.295,33.015,0.5,5,1,0,1,0,0,0,1,0,1,0
Afghanistan,AFG,1,2012,2,0.78231318,29726803,46.449,47.9,8.5,6977028,15.758,2546615,14.75,0.365,,,,,28.6,,,25.468,0.13,6,1,0,1,0,0,0,0,0,1,0
Albania,ALB,2,2012,5,0.644709551,2900247,19.928,55.1,13.9,1101717,13.912,701793,13.461,0.637,28722.881,10.265,9903.598,9.201,34.5,89331.359,11.4,54.33,0.42,6,0,0,0,0,0,0,0,0,0,1
Algeria,DZA,3,2012,2.5,0.595125723,37439427,27.62,43.7,11,10539496,16.171,6766356,15.727,0.642,505567.188,13.133,13503.604,9.511,35.3,1491193.75,14.215,68.87,0.5,6,1,1,0,0,0,0,0,1,0,0
Angola,AGO,4,2012,2.5,0.759175706,22685632,48.128,69.9,6.9,7657920,15.851,3629854,15.105,0.474,171539.391,12.053,7561.587,8.931,58.6,683897.688,13.436,41.699,0.42,6,1,0,0,0,0,0,1,1,0,0
Argentina,ARG,5,2012,6,0.597515434,42095224,25.57,60.7,7.2,17648784,16.686,14577896,16.495,0.826,852570.188,13.656,20253.371,9.916,45.15,1942274.125,14.479,91.295,0.33,6,0,0,0,1,0,0,0,0,0,0
Armenia,ARM,6,2012,3.5,0.605804682,2978339,19.438,63,17.3,1250118,14.039,881333,13.689,0.705,24301.783,10.098,8159.509,9.007,30.9,40334.023,10.605,63.161,0.5,6,0,0,0,0,0,0,0,0,1,1
Australia,AUS,7,2012,7,0.100773716,22728254,18.891,65.3,5.2,11411796,16.25,10635794,16.18,0.932,985462.25,13.801,43358.467,10.677,32.85,3590807.75,15.094,89.015,0.92,6,0,0,1,0,0,0,0,0,0,0
Austria,AUT,8,2012,7,0.230276465,8429991,14.445,60.9,4.3,4203409,15.251,3358524,15.027,0.799,391154.031,12.877,46400.29,10.745,27.6,1756985.5,14.379,65.864,1,6,0,0,0,0,1,0,0,0,1,0
Azerbaijan,AZE,9,2012,2.5,0.715274668,9295784,22.11,65.6,5.2,4502780,15.32,3169957,14.969,0.704,154831.922,11.95,16656.145,9.721,33.7,118975.977,11.687,53.856,0.58,6,1,0,0,0,0,0,0,1,1,1
Bahamas,BHS,10,2012,7,0.231328344,372388,21.791,74.1,14,185596,12.131,128804,11.766,0.694,8758.131,9.078,23518.832,10.066,43,39031.781,10.572,82.667,0.75,6,0,0,1,1,0,0,0,0,0,0
Bangladesh,BGD,11,2012,4.5,0.673665202,155257387,31.018,70.8,4.5,72414076,18.098,32296678,17.29,0.446,415713,12.938,2677.573,7.893,32.65,1262198.5,14.048,31.99,0.33,6,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,12,2012,7,0.167512727,281580,19.587,71.3,11.6,142715,11.869,110890,11.616,0.777,4143.542,8.329,14715.326,9.597,28.9,15123.031,9.624,31.769,0.75,6,0,0,1,1,0,0,0,0,0,0
Belarus,BLR,13,2012,1.5,0.604973328,9464000,15.13,55.7,5.9,4209917,15.253,3519491,15.074,0.836,182783.328,12.116,19313.538,9.869,27.2,295689.75,12.597,75.467,0.58,6,0,0,0,0,0,0,0,0,1,1
Belgium,BEL,14,2012,7,0.189383721,11128246,16.832,53,7.5,4537350,15.328,3761463,15.14,0.829,475096.781,13.071,42692.872,10.662,30.5,2273459.75,14.637,97.732,0.83,6,0,0,0,0,1,0,0,0,0,0
Belize,BLZ,15,2012,6.5,0.498846408,336707,34.343,65.6,14.4,124140,11.729,90747,11.416,0.731,2663.803,7.888,7911.338,8.976,53.1,4752.218,8.466,44.496,0.56,6,0,0,1,1,0,0,0,0,0,0
Benin,BEN,16,2012,6,0.686480892,10049792,43.01,72.8,1,4127808,15.233,1725424,14.361,0.418,17667.896,9.78,1758.036,7.472,37.55,53067.82,10.879,42.667,0.44,6,0,1,0,0,0,0,1,0,0,0
Bhutan,BTN,17,2012,3.5,0.335268795,743711,28.809,72.2,2.1,374237,12.833,160922,11.989,0.43,4923.42,8.502,6620.072,8.798,38.1,28888.547,10.271,36.368,0.69,6,0,0,0,0,0,0,0,0,1,0
Bolivia,BOL,18,2012,5,0.640974903,10238762,33.819,72.4,2.7,4773454,15.379,3040690,14.928,0.637,59909.305,11.001,5851.225,8.674,57.25,103051.195,11.543,67.279,0.42,6,0,0,0,1,0,0,0,0,1,0
Bosnia ,BIH,19,2012,3.5,0.559190464,3828419,14.324,45.3,28.1,1068330,13.882,691209,13.446,0.647,35829.805,10.487,9358.904,9.144,36.2,101045.672,11.523,39.378,0.63,6,1,0,0,0,0,0,0,0,0,1
Botswana,BWA,20,2012,5.5,0.316273904,2132822,32.589,76.7,17.7,907567,13.719,583566,13.277,0.643,28992.701,10.275,13593.587,9.517,62,120298.859,11.698,56.699,0.58,6,0,0,1,0,0,0,1,0,1,0
Brazil,BRA,21,2012,6,0.514782062,202401584,24.404,69.9,6.1,100428042,18.425,66483364,18.012,0.662,2980542.25,14.908,14725.884,9.597,53.3,12137529,16.312,84.901,0.33,6,0,0,0,1,0,0,0,0,0,0
Bulgaria,BGR,22,2012,6,0.547668633,7305888,13.784,53.1,12.3,2933285,14.892,2202897,14.605,0.751,118328.508,11.681,16196.321,9.693,36.75,297272.063,12.602,72.971,0.42,6,0,0,0,0,0,0,0,0,0,1
Burkina Faso,BFA,23,2012,4,0.603994977,16590813,46.155,83.5,3.3,7213144,15.791,1839352,14.425,0.255,23918.895,10.082,1441.695,7.274,39.65,54533.574,10.907,27.346,0.5,6,0,1,0,0,0,0,1,0,1,0
Burundi,BDI,24,2012,3,0.787817883,10124572,44.329,82.5,7,4324595,15.28,1600100,14.286,0.37,7169.973,8.878,708.175,6.563,37.85,10383.635,9.248,11.189,0.19,6,1,0,0,0,0,0,1,0,1,0
Cambodia,KHM,25,2012,2.5,0.709255672,14832255,32.491,82.5,0.2,8244331,15.925,3701705,15.124,0.449,40856.457,10.618,2754.568,7.921,41.15,76698.836,11.248,20.137,0.44,6,1,1,0,0,0,0,0,0,0,0
Cameroon,CMR,26,2012,2,0.753480268,21659488,43.133,70.1,4.1,8280350,15.929,3966288,15.193,0.479,54838.363,10.912,2531.84,7.837,41.75,124232.563,11.73,52.677,0.33,6,0,1,0,0,0,0,1,0,0,0
Canada,CAN,27,2012,7,0.114974356,34751476,16.27,66.3,7.2,17902551,16.7,15646830,16.566,0.874,1443117.125,14.182,41526.787,10.634,32.35,5597287,15.538,81.293,0.92,6,0,0,1,0,1,0,0,0,0,0
Cape Verde,CPV,28,2012,7,0.342282915,500870,30.89,67.2,9.1,211446,12.262,109529,11.604,0.518,3072.426,8.03,6134.179,8.722,50.5,13628.028,9.52,63.389,0.69,6,0,0,0,0,0,0,1,0,0,0
Central African Republic,CAF,29,2012,3,0.678794181,4619500,39.977,78.7,6.9,2031582,14.524,694801,13.451,0.342,4246.142,8.354,919.178,6.823,58.8,17049.484,9.744,39.258,0.25,6,0,1,0,0,0,0,1,0,1,0
Chad,TCD,30,2012,1.5,0.750267053,12715465,48.417,71.6,7,4367547,15.29,1179238,13.98,0.27,23359.576,10.059,1837.1,7.516,39.8,26057.77,10.168,22.129,0.19,6,1,1,0,0,0,0,1,0,1,0
Chile,CHL,31,2012,7,0.187272239,17388437,21.138,61.6,6.4,7906465,15.883,5929849,15.596,0.75,364786.594,12.807,20978.688,9.951,52.1,1023916,13.839,88.986,0.75,6,0,0,0,1,0,0,0,0,0,0
China,CHN,32,2012,1.5,0.596481937,1350695000,17.127,71.1,4.5,760049358,20.449,465150207,19.958,0.612,14747542,16.507,10918.484,9.298,45.25,54610668,17.816,51.889,0.58,6,1,0,0,0,0,0,0,0,0,0
Colombia,COL,33,2012,4.5,0.587077528,46881018,25.493,67.3,10.6,21015890,16.861,13050868,16.384,0.621,558152.813,13.232,11905.731,9.385,55.95,1650609,14.317,75.603,0.33,6,1,0,0,1,0,0,0,0,0,0
Comoros,COM,34,2012,4.5,0.645163047,733661,40.84,57.6,6.5,233753,12.362,110098,11.609,0.471,1048.172,6.955,1428.688,7.265,64.3,2316.61,7.748,28.029,0.38,6,0,1,0,0,0,0,1,0,0,0
Costa Rica,CRI,35,2012,7,0.383453798,4654148,23.662,62.9,7.8,2060452,14.538,1357838,14.121,0.659,62379.992,11.041,13403.096,9.503,50.5,140091.766,11.85,73.94,0.5,6,0,0,0,1,0,0,0,0,0,0
Croatia,HRV,36,2012,6.5,0.508647547,4267558,15.381,51.3,15.8,1559826,14.26,1215104,14.01,0.779,90792.773,11.416,21275.112,9.965,30.35,413344.344,12.932,58.074,0.75,6,0,0,0,0,0,0,0,0,0,1
Cyprus,CYP,37,2012,7,0.251012206,1129303,17.233,63.5,11.8,523490,13.168,405705,12.913,0.775,27550.92,10.224,24396.393,10.102,29,134183.641,11.807,67.261,0.83,6,1,0,1,0,0,0,0,0,0,0
Czech Republic,CZE,38,2012,7,0.454350004,10510785,14.521,58.8,7,4913077,15.407,4235073,15.259,0.862,308847.406,12.641,29383.857,10.288,28.4,1666689.625,14.326,73.115,0.83,6,0,0,0,0,0,0,0,0,1,1
Dem. Rep. of the Congo,COD,39,2012,6,0.760876393,70291160,46.388,71.9,8.2,24873442,17.029,11491530,16.257,0.462,56513.473,10.942,803.991,6.69,44.4,70453.875,11.163,40.95,,6,1,0,0,0,0,0,1,0,0,0
Denmark,DNK,40,2012,7,0.021748924,5591572,17.592,63.3,7.5,2698031,14.808,2492981,14.729,0.924,244500.75,12.407,43726.657,10.686,24.75,1055491.625,13.87,87.142,1,6,0,0,0,0,1,0,0,0,0,0
Djibouti,DJI,41,2012,2.5,0.575133699,853069,33.504,51.7,0,293273,12.589,89742,11.405,0.306,2308.608,7.744,2706.239,7.903,40,13422.707,9.505,77.117,0.63,6,0,1,0,0,0,0,0,0,0,0
Dominican Republic,DOM,42,2012,6,0.666719866,10155036,30.797,64.9,14.7,3890471,15.174,2380968,14.683,0.612,117903.719,11.678,11610.369,9.36,47.8,387896.125,12.868,76.039,0.42,6,1,0,1,1,0,0,0,0,0,0
East Timor,TLS,43,2012,4.5,0.695890677,1148958,41.411,38.1,4.1,245958,12.413,116092,11.662,0.472,,,,,31.9,,,30.832,,6,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,44,2012,5,0.631629002,15419493,30.05,68.4,4.1,7075139,15.772,4577615,15.337,0.647,158002.875,11.97,10246.957,9.235,48.3,526074.25,13.173,63.088,0.42,6,0,0,0,1,0,0,0,0,0,0
Egypt,EGY,45,2012,3,0.617256582,85660902,32.25,49,12.7,24825724,17.027,14746480,16.507,0.594,840448.563,13.642,9811.344,9.191,32.6,1148735.75,13.954,43.002,0.5,6,0,0,1,0,0,0,0,0,0,0
El Salvador,SLV,46,2012,5.5,0.576769656,6072233,29.043,62,6.1,2508437,14.735,1399708,14.152,0.558,46147.613,10.74,7599.776,8.936,47.6,99345.641,11.506,65.287,0.33,6,1,0,0,1,0,0,0,0,0,0
Estonia,EST,47,2012,7,0.304027617,1322696,15.423,61.8,10.1,621525,13.34,543213,13.205,0.874,35145.074,10.467,26570.787,10.188,33.65,134345.734,11.808,67.835,0.67,6,0,0,0,0,0,0,0,0,0,1
Ethiopia,ETH,48,2012,2,0.621424735,92191211,43.306,83.8,5.6,41346820,17.538,13106942,16.389,0.317,107172.531,11.582,1162.503,7.058,29.9,274823.531,12.524,18.16,0.75,6,1,0,0,0,0,0,1,0,1,0
Fiji,FJI,49,2012,3,0.590146559,874158,28.907,55,8.5,312753,12.653,239882,12.388,0.767,6437.292,8.77,7363.991,8.904,42.8,14999.603,9.616,52.596,0.44,6,0,0,1,0,0,0,0,0,0,0
Finland,FIN,50,2012,7,0.055684042,5413971,16.375,60.1,7.6,2514190,14.737,2051579,14.534,0.816,221425.75,12.308,40898.954,10.619,26.85,1043856.688,13.858,83.819,1,6,0,0,0,0,1,0,0,0,0,0
France,FRA,51,2012,7,0.215629196,65659790,18.495,56.1,9.9,27050121,17.113,22072899,16.91,0.816,2478534.5,14.723,37748.133,10.539,32.7,11074364,16.22,78.82,0.83,6,0,0,0,0,1,0,0,0,0,0
Gabon,GAB,52,2012,2.5,0.610387182,1613489,37.604,60.6,20.3,486245,13.094,295150,12.595,0.607,25223.547,10.136,15632.921,9.657,41.5,76155.125,11.241,86.367,0.5,6,0,1,0,0,0,0,1,1,0,0
Gambia,GMB,53,2012,2,0.628517139,1807108,46.437,77.5,7,697646,13.455,235804,12.371,0.338,2782.76,7.931,1539.897,7.339,48.75,8152.237,9.006,57.706,0.58,6,0,0,1,0,0,0,1,0,0,0
Georgia,GEO,54,2012,5,0.449893802,3825000,17.073,64.7,15,1744414,14.372,1365876,14.127,0.783,35181.934,10.468,9197.891,9.127,41.05,66808.031,11.11,53.162,0.5,6,1,0,0,0,0,0,0,0,0,1
Germany,DEU,55,2012,7,0.143455148,80425823,13.229,59.8,5.4,39478478,17.491,35254281,17.378,0.893,3496146.75,15.067,43470.45,10.68,27.65,13827007,16.442,74.688,0.83,6,0,0,1,0,1,0,0,0,0,0
Ghana,GHA,56,2012,6.5,0.520625272,25544565,38.965,69.2,3.6,10400597,16.157,5751530,15.565,0.553,96921.422,11.482,3794.209,8.241,41.1,264975.938,12.487,52.069,0.42,6,0,0,1,0,0,0,1,0,0,0
Greece,GRC,57,2012,6,0.550926155,11045011,14.612,53.2,24.2,3803158,15.151,3164228,14.967,0.832,284274.563,12.558,25737.825,10.156,33.65,1895194.75,14.455,77,0.75,6,0,0,0,0,1,0,0,0,0,0
Guatemala,GTM,58,2012,4.5,0.623127913,15368759,38.087,67.6,2.9,6245818,15.647,3010485,14.918,0.482,101122.352,11.524,6579.734,8.792,49.396755,272282.813,12.515,50.212,0.33,6,1,0,0,1,0,0,0,0,0,0
Guinea,GIN,59,2012,3,0.714574552,11628767,43.074,71.9,1.7,4678689,15.359,1506538,14.225,0.322,14718.688,9.597,1265.714,7.143,39.4,17387.113,9.763,35.748,0.42,6,0,1,0,0,0,0,1,0,0,0
Guinea-Bissau,GNB,60,2012,2.5,0.745105696,1714620,41.274,73.2,6.9,686213,13.439,235371,12.369,0.343,2158.322,7.677,1258.776,7.138,35.5,5214.208,8.559,46.924,0.42,6,1,0,0,0,0,0,1,0,0,0
Guyana,GUY,61,2012,5.5,0.650156999,758410,31.688,61.4,11.2,282478,12.551,159883,11.982,0.566,,,,,43.85,,,28.319,0.25,6,0,0,1,1,0,0,0,0,0,0
Haiti,HTI,62,2012,3.5,0.748908806,10288828,35.049,65.6,7,4076996,15.221,1643029,14.312,0.403,15362.176,9.64,1493.093,7.309,59.2,117027.102,11.67,54.841,0.25,6,0,1,0,1,0,0,0,0,0,0
Honduras,HND,63,2012,4,0.688010025,7736131,34.2,62.5,4,3054215,14.932,1524053,14.237,0.499,33701.141,10.425,4356.33,8.379,55.3,114260.531,11.646,52.93,0.25,6,0,0,0,1,0,0,0,0,0,0
Hungary,HUN,64,2012,6.5,0.444402826,9920362,14.546,51.8,10.9,3912639,15.18,3188801,14.975,0.815,232942.172,12.359,23481.217,10.064,30,998114.5,13.814,69.832,0.67,6,0,0,0,0,0,0,0,0,1,1
Iceland,ISL,65,2012,7,0.126727319,320716,20.706,74,6,176897,12.083,150893,11.924,0.853,12786.813,9.456,39869.581,10.593,25,53235.875,10.882,93.84,1,6,0,0,0,0,1,0,0,0,0,0
India,IND,66,2012,5.5,0.612985373,1263589639,30.083,54.1,3.6,460746384,19.948,232676924,19.265,0.505,5949451.5,15.599,4708.373,8.457,36.8,19233684,16.772,31.631,0.67,6,1,0,1,0,0,0,0,0,0,0
Indonesia,IDN,67,2012,5.5,0.631288469,248037853,28.39,67.8,6.1,113080736,18.544,69431572,18.056,0.614,2253906.5,14.628,9086.946,9.115,39.4,11752279,16.28,51.488,0.5,6,1,0,0,0,0,0,0,0,0,0
Iran,IRN,68,2012,2,0.663507688,76156975,23.376,44.8,13.1,22718218,16.939,15721007,16.571,0.692,1168983.625,13.972,15349.659,9.639,38.3,3494832,15.067,71.769,0.67,6,1,0,0,0,0,1,0,1,0,0
Iraq,IRQ,69,2012,2,0.747054887,32957622,41.558,42.2,15.2,6892734,15.746,3398118,15.039,0.493,432972.875,12.978,13137.261,9.483,42,583039.125,13.276,69.175,0.25,6,1,0,1,0,0,1,0,1,0,0
Ireland,IRL,70,2012,7,0.210619473,4586897,21.276,60.2,14.7,1854265,14.433,1681818,14.335,0.907,213440.547,12.271,46532.666,10.748,34.3,916876.813,13.729,62.386,1,6,0,0,1,0,1,0,0,0,0,0
Israel/West Bank,ISR,71,2012,6.5,0.333970654,7910500,27.528,63.7,6.9,3399883,15.039,2927299,14.89,0.861,246302.281,12.414,31136.121,10.346,39.2,720239.188,13.487,91.949,0.83,6,0,0,1,0,0,1,0,0,0,0
Italy,ITA,72,2012,6.5,0.505533623,59539717,13.94,49,10.7,22420912,16.926,17421049,16.673,0.777,2153452.25,14.583,36168.332,10.496,36,13040348,16.384,68.56,0.67,6,0,0,0,0,1,0,0,0,0,0
Ivory Coast,CIV,73,2012,6,0.671288764,21102641,43.216,67.3,4.1,7733916,15.861,2985291,14.909,0.386,62892.285,11.049,2980.304,8,48.4,156195.344,11.959,52.041,0.42,6,0,1,0,0,0,0,1,0,0,0
Jamaica,JAM,74,2012,5.5,0.572487295,2707805,25.695,63.3,13.7,1099131,13.91,740814,13.516,0.674,20751.727,9.94,7663.671,8.944,45.5,129654.227,11.773,54.127,0.33,6,0,0,1,1,0,0,0,0,0,0
Japan,JPN,75,2012,6.5,0.177188468,127561489,13.131,58.9,4.3,62461329,17.95,50593676,17.739,0.81,4440247.5,15.306,34808.684,10.458,24.9,17376214,16.671,91.902,0.83,6,0,0,0,0,0,0,0,0,0,0
Jordan,JOR,76,2012,2.5,0.486186159,6994451,36.306,41.3,12.2,1615460,14.295,1140515,13.947,0.706,73161.406,11.2,10459.921,9.255,37.7,196621.938,12.189,82.97,0.67,6,1,0,1,0,0,1,0,0,0,0
Kazakhstan,KAZ,77,2012,2.5,0.677194095,16791425,24.973,72.2,5.3,8613755,15.969,6873777,15.743,0.798,369614.531,12.82,22012.1,9.999,33.9,651935.125,13.388,53.458,0.58,6,0,0,0,0,0,0,0,1,1,1
Kenya,KEN,78,2012,4,0.718797231,42542978,42.423,67.1,9.2,14924063,16.518,7656044,15.851,0.513,112405.305,11.63,2642.159,7.879,47.7,255913.969,12.453,24.37,0.33,6,0,0,1,0,0,0,1,0,0,0
Kirgizstan,KGZ,79,2012,3,0.718143725,5607200,30.313,67.1,8.4,2401667,14.692,1681167,14.335,0.7,17857.014,9.79,3184.658,8.066,34.8,30839.74,10.337,35.403,0.44,6,0,0,0,0,0,0,0,0,0,1
Kuwait,KWT,80,2012,3,0.532287696,3419581,23.131,68.1,3.4,1729211,14.363,1123987,13.932,0.65,266998.219,12.495,78079.22,11.265,30,422320.063,12.954,98.294,0.83,6,0,0,1,0,0,1,0,1,0,0
Laos,LAO,81,2012,1.5,0.708340502,6473050,36.007,77.6,1.4,3169436,14.969,1438924,14.179,0.454,31147.936,10.347,4811.941,8.479,32.6,83403.195,11.331,35.368,0.5,6,1,1,0,0,0,0,0,0,1,0
Latvia,LVA,82,2012,6,0.469230953,2034319,14.233,60.2,14.9,893856,13.703,724023,13.493,0.81,43056.152,10.67,21164.897,9.96,35.7,270556.25,12.508,67.548,0.83,6,0,0,0,0,0,0,0,0,0,1
Lebanon,LBN,83,2012,3.5,0.673407567,4924257,23.705,47.2,6.2,1663345,14.324,1047908,13.862,0.63,73341.383,11.203,14893.898,9.609,45,334504.719,12.72,87.426,0.67,6,1,1,0,0,0,1,0,0,0,0
Lesotho,LSO,84,2012,5.5,0.478888059,2057331,36.955,65.9,27.2,622260,13.341,314242,12.658,0.505,4783.228,8.473,2324.967,7.751,57.85,20824.1,9.944,25.76,0.56,6,0,0,1,0,0,0,1,0,1,0
Liberia,LBR,85,2012,4.5,0.617336094,4190155,43.094,61.4,3.7,1409879,14.159,563952,13.243,0.4,3180.916,8.065,759.14,6.632,52.6,9122.077,9.118,48.541,0.42,6,1,0,0,0,0,0,1,0,0,0
Lithuania,LTU,86,2012,7,0.437503225,2987773,14.467,60.6,13.2,1344228,14.111,1166790,13.97,0.868,74503.508,11.219,24936.134,10.124,35.8,234729.609,12.366,66.604,0.67,6,0,0,0,0,0,0,0,0,0,1
Luxembourg,LUX,87,2012,7,0.075409222,530946,17.157,57.7,5.1,240852,12.392,186660,12.137,0.775,48249.793,10.784,90875.142,11.417,30.8,171244.016,12.051,89.247,1,6,0,0,0,0,1,0,0,0,1,0
Macedonia,MKD,88,2012,5,0.495782644,2069270,17.527,55.1,31,648831,13.383,,,,23834.467,10.079,11518.297,9.352,39,67679.875,11.123,56.959,0.56,6,0,0,0,0,0,0,0,0,1,1
Madagascar,MDG,89,2012,3,0.613275301,22293720,42.744,88.7,3.6,10914574,16.206,5337227,15.49,0.489,25624.547,10.151,1149.407,7.047,47.2,53955.559,10.896,33.196,0.42,6,0,1,0,0,0,0,1,0,0,0
Malawi,MWI,90,2012,4.5,0.588498557,15700436,45.834,83,7.6,6522095,15.691,2882766,14.874,0.442,15976.054,9.679,1017.555,6.925,39,55062.07,10.916,15.798,0.42,6,0,0,1,0,0,0,1,0,1,0
Malaysia,MYS,91,2012,4,0.440534127,29021940,26.352,59.3,3,12294569,16.325,8434075,15.948,0.686,631387.5,13.356,21755.524,9.988,37.9,1647447.125,14.315,72.526,0.67,6,0,0,1,0,0,0,0,0,0,0
Maldives,MDV,92,2012,3.5,0.591122484,385000,27.924,66.5,11.7,162943,12.001,88641,11.392,0.544,4603.635,8.435,11957.493,9.389,37.4,11337.86,9.336,42.303,0.5,6,0,0,1,0,0,0,0,0,0,0
Mali,MLI,93,2012,2,0.657018793,16112333,47.438,65.9,8.1,5128937,15.45,1548939,14.253,0.302,22974.512,10.042,1425.896,7.263,39,49908.363,10.818,37.579,0.5,6,0,1,0,0,0,0,1,0,1,0
Malta,MLT,94,2012,7,0.307158601,419455,15.527,52.2,6.4,173122,12.062,126379,11.747,0.73,12438.42,9.429,29653.765,10.297,26,39171.141,10.576,94.991,0.83,6,0,0,1,0,1,0,0,0,0,0
Mauritania,MRT,95,2012,2.5,0.645128,3777067,40.677,53.8,31.1,830576,13.63,294024,12.591,0.354,11110.555,9.316,2941.583,7.987,39,34789.129,10.457,58,0.25,6,0,1,0,0,0,0,1,0,0,0
Mauritius,MUS,96,2012,6.5,0.421821165,1255882,20.789,58.6,8.7,532233,13.185,381611,12.852,0.717,20707.666,9.938,16488.544,9.71,39,76751.641,11.248,40.164,0.88,6,0,0,1,0,0,0,1,0,0,0
Mexico,MEX,97,2012,5,0.581905061,122070963,29.006,61.6,4.9,50768609,17.743,32745753,17.304,0.645,1903656.75,14.459,15594.673,9.655,48.1,6089363.5,15.622,78.407,0.25,6,0,0,0,1,0,0,0,0,0,0
Moldova,MDA,98,2012,5,0.619725502,3559519,16.036,40,5.6,1128541,13.936,792236,13.583,0.702,17659.545,9.779,4961.217,8.509,35.6,42124.285,10.648,44.857,0.75,6,0,0,0,0,0,0,0,0,1,1
Mongolia,MNG,99,2012,6.5,0.604120135,2808339,27.33,62.3,5,1207858,14.004,863618,13.669,0.715,27442.385,10.22,9771.749,9.187,33,117768.219,11.676,69.472,0.67,6,0,0,0,0,0,0,0,0,1,1
Montenegro,MNE,100,2012,5.5,0.519306341,620601,19.375,50,19.6,201145,12.212,159709,11.981,0.794,8328.625,9.027,13420.257,9.505,36,26750.262,10.194,63.457,0.69,6,0,0,0,0,0,0,0,0,0,0
Morocco,MAR,101,2012,3.5,0.587956464,32984190,27.619,50.3,9,10927920,16.207,5103339,15.445,0.467,223822.953,12.319,6785.765,8.823,40.9,1194130.375,13.993,58.697,0.75,6,1,1,0,0,0,0,0,0,0,0
Mozambique,MOZ,102,2012,4.5,0.615406239,25732928,45.799,84.4,22.6,9111276,16.025,3343838,15.023,0.367,24815.193,10.119,964.336,6.871,47.1,45755.117,10.731,31.417,0.5,6,1,0,0,0,0,0,1,0,0,0
